title,difficulty,serves,rating,vegetarian,vegan,dairy_free,gluten_free,prep_time,cook_time,ingredients,ingredient,recipe_urls
Vegan ramen,Easy,Serves 2,,TRUE,TRUE,TRUE,FALSE,Prep:10 mins,Cook:15 mins,,"['2 garlic cloves', 'thumb-sized piece ginger; sliced; plus a few slices cut into fine matchsticks to serve (optional)', '1½ tbsp white miso paste', 'neri goma', '15g dried shiitake mushrooms', 'good-quality vegan stock', '2 tbsp soy sauce', '200g firm tofu; cut into chunky cubes', 'cornflour', '1 tbsp veg or sunflower oil', 'ramen or rice noodles', '1 head  pak choi; quartered', '2 spring onions; finely sliced; white and green parts kept separate', '25g ready-to-eat  beansprouts', '1 carrot; peeled and cut into fine matchsticks', ' sriracha; chopped coriander; crushed peanuts; crumbled sheets of nori or dried chilli threads (silgochu); to serve (optional)']",https://www.bbcgoodfood.com/recipes/lemon-sponge
Curried brisket ramen,Easy,Serves 6,,FALSE,FALSE,FALSE,FALSE,Prep:35 mins,Cook:2 hrs and 30 mins,,"['brisket joint', 'flavourless cooking oil', '1 large shallot; finely sliced', '40g ginger; peeled and minced', '4 garlic cloves; finely grated', '2 star anise', '1 cinnamon stick', 'medium curry powder', '1 tsp ground turmeric', '1 tsp Kashmiri chilli powder', '1 heaped tbsp golden caster sugar', '400g can coconut milk (with more than 50% coconut solids); chilled', '2-3 medium tomatoes (around 150g); halved', '2 tbsp light soy sauce', '2 spring onions; white and green parts separated; white parts finely chopped; green parts sliced on an angle', ' per person (we used pak choi)', ' per person', '20g sweetcorn per person', 'boiled egg', ' (optional)', ' per person']",https://www.bbcgoodfood.com/recipes/chocolate-malt-loaf-torte
Miso & butternut squash ramen,Easy,Serves 2,,TRUE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:30 mins,,"['200g pack of chopped butternut squash', '100g purple sprouting broccoli', '3 garlic cloves; unpeeled and lightly bashed', 'vegetable oil', '½ tbsp white miso', '1 tbsp peanut butter', '1 tsp reduced-salt soy sauce', 'low-salt vegetable stock', 'wholemeal egg noodles', '2 eggs; soft-boiled (for 7 mins)', 'coriander', '1 red chilli; sliced']",https://www.bbcgoodfood.com/recipes/chocolate-tiffin
Turkey ramen,Easy,Serves 2,,FALSE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:15 mins,,"['2 garlic cloves', 'thumb-sized piece ginger; sliced; plus a few slices cut into fine matchsticks to serve', '1 ½ tbsp white miso paste', 'goma', '15g dried shiitake mushrooms', '700g leftover turkey gravy; or good-quality chicken stock', '2 tbsp soy sauce', '2 eggs; at room temperature ', 'ramen noodles', '200g leftover turkey meat; shredded', '2 spring onions; finely sliced; white and green parts kept separate', '1 lime; halved', '25g ready-to-eat beansprouts', '; sriracha; chopped coriander; crushed peanuts; crumbled sheets of nori or dried chilli threads (silgochu); to serve (optional)']",https://www.bbcgoodfood.com/recipes/white-chocolate-cheesecake
Cheat’s chicken ramen,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:15 mins - 20 mins,,"['good-quality chicken stock', 'coriander;', '1 red chilli (deseeded if you don’t like it too hot); sliced', '2 tbsp light soy sauce', '100g grey oyster mushrooms; sliced', '100g pack baby pak choi', '2 skinless cooked chicken breasts; sliced', 'egg noodles', '50g sliced bamboo shoots']",https://www.bbcgoodfood.com/recipes/self-saucing-butterscotch-pudding
Vegetarian ramen,Easy,Serves 1,,TRUE,FALSE,FALSE,FALSE,Prep:5 mins,Cook:10 mins,,"['instant  noodles', '2 spring onions; finely chopped', '½ head pak choi', '1 egg', 'sesame seeds', '; to serve']",https://www.bbcgoodfood.com/recipes/nanaimo-bars
"Ramen with chicken bone broth, pork shoulder, soft-boiled egg & greens",Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:25 mins,Cook:4 hrs and 10 mins,,"['4 eggs', 'ramen noodles', 'shredded spring greens', '4 spring onions; finely chopped', '75g bamboo shoots from a can; drained; chopped and soaked in 2 tbsp rice vinegar', '; to serve', 'pickled chilli and shallots (see recipe in tip; optional); to serve', '6 chicken legs', '2 large carrots; halved', '2 onions; quartered', '4cm piece ginger; sliced', '4 dried shiitake mushrooms', '900g piece pork shoulder (thick layer of fat removed); halved', '1 tbsp mirin', 'saké', '4 tbsp Japanese soy sauce']",https://www.bbcgoodfood.com/recipes/vanilla-panna-cotta
Miso chicken & rice soup,Easy,Serves 2,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:10 mins,,"['chicken stock', '2 skinless  chicken breasts', '50g long grain rice', '8 Chanteney carrots; halved lengthways', '2 tbsp miso paste', '1 tbsp soy sauce', '1 tbsp mirin', '2 spring onions; sliced']",https://www.bbcgoodfood.com/recipes/chocolate-orange-french-toast
Teriyaki noodle broth,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:15 mins - 20 mins,,,"['hot vegetable stock', 'grated fresh root ginger', '2 tbsp teriyaki marinade or  light soy sauce', 'Chinese five-spice powder', 'fine egg or rice noodles', 'fresh stir-fry vegetables', '85g mushrooms  (any type); halved or sliced  ', '100g skinless roast chicken; torn into shreds', 'sesame seeds', '; to serve']",
Chicken in white wine sauce,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:40 mins,,"['4 chicken breasts; skin left on ', 'olive or rapeseed oil', '1 onion; finely chopped', '3 garlic cloves; crushed or finely grated', 'dried mixed herbs', '1 tbsp plain flour', 'white wine', 'chicken stock', '125ml double cream', 'chopped  parsley; to serve (optional)']",
One-pan pasta,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:5 mins,Cook:30 mins,,"['1 tbsp rapeseed oil', 'meatballs', '1 onion; finely chopped', '3 garlic cloves;  finely chopped', 'ketchup', '2 x 400g cans chopped tomatoes', '1 large bunch of basil; finely chopped; plus a few whole leaves', 'spaghetti']",
One-pan smoky beans & sausage meatballs,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:40 mins,,"['pork sausages', '2 tbsp sunflower oil', '1 onion; finely chopped', '2 garlic cloves; finely chopped', 'fajita spice mix', 'vinegar', '400g chopped tomatoes or passata', '2  x 400g cans cannellini beans; drained (or any other canned beans you have)', ' or parsley; roughly chopped (optional) crusty bread or jacket potatoes; to serve (optional)']",
Big-batch pressure cooker bolognese,Easy,Serves 8,,FALSE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:55 mins,,"['2 tbsp olive oil', '2 onions; finely diced', '2 celery sticks; finely diced', '2 carrots; finely diced', '3 garlic cloves; crushed or finely grated', '300g mushrooms; sliced or quartered', 'mixed herbs', 'bay leaves', '800g beef mince', 'tomato purée', '2 x 400g cans chopped tomatoes', 'red wine', 'beef stock', '; grated parmesan and basil leaves; to serve']",
Sausage & soy fried rice,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:30 mins,,"['vegetable oil', '4 spring onions; finely sliced', '½-1 red chilli; finely chopped', '3 garlic cloves; finely grated', '10g ginger; peeled and finely grated', 'sausages;', '2 courgettes; sliced into half-moons', '200g frozen peas', '750g cooked jasmine rice (either from leftovers or pouches)', '2 tbsp low-sodium soy sauce', 'sesame oil', 'coriander;', 'black sesame seeds']",
Chicken & ginger fried rice,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:25 mins,Cook:30 mins,,"['500g boneless; skinless chicken thighs; cut into bite-size pieces', '2 tbsp golden caster sugar', '3 tbsp soy sauce', '½ tbsp fish sauce', 'saké', '30g ginger; peeled and finely chopped', '300g basmati rice', 'neutral-tasting oil;', 'chicken stock cube', '2 star anise', 'sesame oil', 'sesame seeds', '4 spring onions; finely sliced', 'crispy chilli oil', '2 tbsp crispy onions', 'steamed broccoli (optional)']",
One-pot glass noodles & braised Chinese mushrooms,More effort,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:25 mins,,"['50g dried whole shiitake mushrooms', 'dried wood ear fungus', 'dried bean curd', 'vegetable oil', '1 garlic clove; finely grated', 'thumb-sized piece of  ginger (around 20g); finely grated', 'shaosing wine', 'Chinese celery;', 'oyster sauce', '1½ tbsp light soy sauce', '½ tbsp dark soy sauce', '½ tbsp sugar', '1 small carrot (around 80g); cut into thin strips', 'glass noodles', '1 spring onion; finely sliced', 'sesame oil']",
Cod & anchovy bake,Easy,Serves 2,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:45 mins,,"['1 large or 2 medium potatoes; sliced into 5mm-thick rounds (about 280g)', '1 onion; thinly sliced (about 160g)', '1 tbsp thyme leaves', '10g anchovies; finely chopped', '1 tbsp olive or rapeseed oil', '1 red pepper; quartered; deseeded and sliced', '2 large tomatoes; roughly chopped (about 250g)', 'white wine vinegar', 'vegetable bouillon powder', '1 garlic clove; finely grated', '2 skinless; boneless cod loins (280g)', '25g cheddar; finely grated', '250g baby spinach; wilted; to serve']",
One-pan coconut dhal,Easy,Serves 4,,TRUE,TRUE,TRUE,TRUE,Prep:10 mins,Cook:45 mins,,"['300g red lentils', '2 tbsp sunflower oil; plus extra for drizzling', '2 onions; finely sliced', '4 garlic cloves; crushed or finely chopped', 'thumb-sized piece of ginger; finely chopped', '5 curry leaves (optional)', 'mustard seeds', '1 tsp  cumin seeds', 'coriander powder', '1 tsp turmeric', '1 dried red chilli; left whole', 'tomato purée', '400g can coconut milk', ' sliced ginger and sliced green chilli; to serve']",
One-pot prawn & lentil curry,Easy,Serves 4,,FALSE,FALSE,FALSE,TRUE,Prep:30 mins,Cook:1 hr and 15 mins,,"['dried red lentils', '3 tbsp sunflower oil', '1 large onion; finely chopped', '6 garlic cloves; chopped or grated', 'thumb-sized piece of ginger; peeled and chopped or grated', '¼ tsp ground turmeric', '¼ tsp chilli powder (we used Kashmiri chilli powder)', '1 tbsp cumin seeds', 'ground coriander', 'tomato purée', '1 tsp tamarind paste or lemon juice (optional)', '400g can chopped tomatoes or passata', 'vegetable stock cube', 'garam marsala', '200g raw or cooked prawns (we used tiger prawns)', 'green chillies; coriander and pickled red onions (see tips); to serve']",https://www.bbcgoodfood.com/recipes/reuben-sandwich
Harissa broccoli & flatbreads,Easy,Serves 2,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:15 mins - 20 mins,,"['90g self-raising flour; plus extra for dusting', '8 tbsp thick natural yogurt (such as Greek-style)', '2 ½ tbsp olive oil; or rapeseed oil', '200g long-stemmed or regular broccoli; cut into florets if regular', '1 tbsp harissa; plus extra to serve (optional)', '2 eggs']",https://www.bbcgoodfood.com/recipes/smoked-salmon-quinoa-dill-lunch-pot
"Aubergine, halloumi & harissa skillet bake",Easy,Serves 2,,TRUE,FALSE,FALSE,TRUE,Prep:10 mins,Cook:40 mins,,"['2-4 tbsp  olive oil; plus a drizzle', '1 large aubergine; sliced into rounds about ½cm thick', '2 large garlic cloves; crushed', '400g can chopped tomatoes', '1 tbsp harissa paste', '½ tsp caster sugar', '225g block halloumi; sliced into 8-9 pieces', 'pinch of dried mint', ' rice or couscous; to serve']",https://www.bbcgoodfood.com/recipes/crispy-shredded-chicken
One-pot sausage casserole with garlic breadcrumbs,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:45 mins,,"['3 tbsp olive oil; plus an extra drizzle (optional)', 'pork sausages', '1 onion; finely sliced', 'sprinkle of golden caster sugar', 'red wine vinegar', 'tomato purée', '½ tsp smoked paprika', '400g can chopped tomatoes', 'red wine', 'bay leaves', 'butter beans;', 'breadcrumbs', '2 garlic cloves; finely grated', 'handful of parsley leaves; roughly chopped']",https://www.bbcgoodfood.com/recipes/air-fryer-chicken-breasts
One-pan eggs & peppers,Easy,Serves 4,,TRUE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:25 mins,,"['1 tbsp olive oil', '2 onions (320g); halved and thinly sliced', '1 orange pepper; halved; deseeded and sliced', '1 red chilli; deseeded and sliced', '400g can chopped tomatoes', 'tomato purée', 'vegetable bouillon powder', '1 tsp dried oregano', '1 tsp smoked paprika; plus a little for sprinkling', 'chickpeas', '4 eggs', '2 x 120g pots bio yogurt', '2 garlic cloves;  finely grated', '4 tbsp chopped parsley']",https://www.bbcgoodfood.com/recipes/panuozzo-sandwich
"Squash, chicken & couscous one-pot",Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:45 mins,,"['2 tbsp harissa paste', '1 tsp each ground cumin and ground coriander', '2 red onions; halved and cut into thin wedges', '2 skinless chicken breasts; cut into bite-sized chunks', '1 small butternut squash; cut into 1cm chunks (no need to peel)', '2 x 400g cans tomatoes', '2 lemons; zested and juiced', '200g cherry tomato; halved', '140g couscous', ' roughly chopped']",https://www.bbcgoodfood.com/recipes/bulgur-quinoa-lunch-bowls
Honey & mustard chicken thighs with spring veg,Easy,Serves 2,,FALSE,FALSE,FALSE,TRUE,Prep:10 mins,Cook:40 mins,,"['1 tbsp honey', '1 tbsp wholegrain mustard', '2 garlic cloves; crushed', 'zest and juice 1 lemon', '4 chicken thighs; skin on ', '300g new potatoes; unpeeled; smaller left whole; bigger halved', '1 tbsp olive oil', '100g spinach', '100g frozen peas']",
Meatball black bean chilli,Easy,Serves 4,,FALSE,FALSE,FALSE,TRUE,Prep:10 mins,Cook:30 mins,,"['2 tbsp olive oil', 'beef meatballs', '1 onion; finely sliced', 'mixed peppers;', 'coriander;', '2 large garlic cloves; crushed', '1 tsp hot smoked paprika', '2 tsp ground cumin', '1 heaped tbsp light brown soft sugar', '2 x 400g cans chopped tomatoes', 'black beans;', 'cooked rice; to serve']",https://www.bbcgoodfood.com/recipes/egg-avocado-open-sandwich
Mustard chicken & leek one-pot,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:35 mins,,"['2 tsp olive oil', '4 chicken thighs', '2 large or 3 medium leeks; washed; trimmed and thickly sliced', '4 large potatoes; chopped into 3cm cubes; or 600g new potatoes; halved', 'chicken stock', '½ small bunch of thyme', '2 tbsp Dijon or wholegrain mustard', '125ml reduced-fat crème fraîche', '320g frozen peas or broad beans', '1 tbsp plain flour (optional)']",https://www.bbcgoodfood.com/recipes/lime-pickle-rarebit
One-pot chicken & curry rice,Easy,Serves 4 - 6,,FALSE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:45 mins,,"['vegetable oil', '2 large onions; finely sliced', '4 large garlic cloves; crushed', 'thumb-sized piece of  ginger; peeled and finely chopped', 'mild curry paste', '1 tsp turmeric', 'cardamom pods;', '1 cinnamon stick', '4 small skinless chicken breasts or 8 skinless and boneless chicken thighs (about 600g); cut into bite-sized chunks', '250g basmati rice; rinsed', 'chicken stock', '200ml coconut milk', '75g frozen peas', 'green beans;', '½ cauliflower (about 225g) broken into small florets', 'raisins', ' flaked almonds; plain yogurt and mango chutney; to serve']",https://www.bbcgoodfood.com/recipes/roast-peppers-with-jammy-eggs-almond-parsley-dressing
"Sausage, kale & gnocchi one-pot",Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:5 mins,Cook:15 mins,,"['1 tbsp olive oil', 'pork sausages', '1 tsp chilli flakes', '1 tsp fennel seeds (optional)', '500g fresh gnocchi', 'chicken stock', '100g chopped kale', '40g parmesan; finely grated']",https://www.bbcgoodfood.com/recipes/turkey-bacon-avocado-mini-bagels
Poached eggs on avocado & feta toast,Easy,Serves 2,,TRUE,FALSE,FALSE,FALSE,Prep:5 mins,Cook:5 mins,,"['white wine vinegar', '2 large eggs', '1 avocado', '50g feta', '1 tsp chilli flakes', 'juice ½ lemon', '2 slices of sourdough']",https://www.bbcgoodfood.com/recipes/spicy-chicken-avocado-wraps
Easy huevos rancheros,Easy,Serves 1,,TRUE,FALSE,FALSE,FALSE,Prep:3 mins,Cook:7 mins,,"['vegetable oil', '1 corn tortilla wrap', '1 egg', 'can black beans;', 'juice ½ lime', '½ ripe avocado; peeled and sliced', '50g feta; crumbled', 'chilli sauce']",https://www.bbcgoodfood.com/recipes/chorizo-chickpea-soup
"Kale, tomato & poached egg on toast",Easy,Serves 2,,TRUE,FALSE,FALSE,FALSE,Prep:2 mins,Cook:7 mins,,"['oil', '100g ready-chopped kale', '1 garlic clove; crushed', '½ tsp chilli flakes', '2 large eggs', 'multigrain bread', '50g cherry tomatoes; halved', '15g feta  ; crumbled']",https://www.bbcgoodfood.com/recipes/kale-caesar-salad
Fried bread,Easy,Serves 2 - 4,,FALSE,FALSE,TRUE,FALSE,Prep:2 mins,Cook:5 mins,,"['neutral-tasting oil', 'thick white bread']",https://www.bbcgoodfood.com/recipes/prawn-mango-salad
Air fryer bacon,Easy,Makes 3-6 rashers,,FALSE,FALSE,FALSE,TRUE,Prep:2 mins,Cook:4 mins - 10 mins,,['6 rashers  streaky bacon; or 3 rashers back bacon'],https://www.bbcgoodfood.com/recipes/egg-rocket-pizzas
Simple nutty pancakes,Easy,makes 4,,TRUE,FALSE,FALSE,FALSE,Prep:5 mins,Cook:5 mins,,"['150g self-raising flour', '½ tsp baking powder', '1 large egg', '150ml milk', '2 tbsp agave syrup; plus extra to serve', 'mixed nuts', '2 tbsp rapeseed oil; for frying']",https://www.bbcgoodfood.com/recipes/chicken-pesto-wrap
Breakfast bagel club,Easy,Serves 2,,FALSE,FALSE,FALSE,FALSE,Prep:5 mins,Cook:5 mins,,"['cream cheese', 'bagels', '100g smoked salmon; cut into slices', '1 avocado; sliced', '½ lemon; cut into wedges', '1 tbsp olive oil', '2 eggs', 'cayenne pepper']",https://www.bbcgoodfood.com/recipes/broccoli-pasta-salad-eggs-sunflower-seeds
Mushroom brunch,Easy,Serves 4,,TRUE,FALSE,FALSE,TRUE,Prep:5 mins,Cook:12 mins - 15 mins,,"['250g mushrooms', '1 garlic clove', '1 tbsp olive oil', '160g bag kale', '4 eggs']",https://www.bbcgoodfood.com/recipes/healthy-beef-chow-mein
Overnight oats,Easy,Serves 1,,TRUE,FALSE,FALSE,FALSE,Prep:10 mins,,,"['¼ tsp  ground cinnamon', '50g rolled porridge oats', '2 tbsp natural yogurt', 'mixed berries', 'drizzle of honey', 'nut butter']",https://www.bbcgoodfood.com/recipes/storecupboard-pasta-salad
Basic omelette recipe,Easy,Serves 1,,TRUE,FALSE,FALSE,TRUE,Prep:5 mins,Cook:5 mins,,"['3 eggs; beaten', '1 tsp sunflower oil', '1 tsp butter']",https://www.bbcgoodfood.com/recipes/ultimate-chorizo-ciabatta
Easy banana pancakes,Easy,Makes 12 pancakes,,TRUE,FALSE,FALSE,FALSE,Prep:5 mins,Cook:10 mins,,"['350g self-raising flour', 'baking powder\u2028', '2 very ripe  bananas', '2 medium eggs', '1 tsp vanilla extract', '250ml whole milk', 'butter; for frying', '2 just ripe  bananas; sliced', 'maple syrup (optional)', 'pecan halves; toasted and roughly chopped (optional)']",https://www.bbcgoodfood.com/recipes/veggie-noodle-pot
"Scrambled eggs with basil, spinach & tomatoes",Easy,Serves 2,,TRUE,FALSE,FALSE,TRUE,Prep:5 mins,Cook:5 mins,,"['1 tbsp olive oil; plus 1 tsp', '3 tomatoes; halved', '4 large eggs', '4 tbsp natural bio yogurt', '⅓ small pack basil; chopped', '175g baby spinach; dried well (if it needs washing)']",https://www.bbcgoodfood.com/recipes/chicken-kiev-quesadilla
Healthy porridge bowl,Easy,Serves 2,,TRUE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:5 mins,,"['100g frozen raspberries', '1 orange; ½ sliced and ½ juiced', '150g porridge oats', '100ml milk', '½ banana; sliced', '2 tbsp smooth almond butter', '1 tbsp goji berries', '1 tbsp chia seeds']",
Superfood scrambled eggs,Easy,Serves 2,,FALSE,FALSE,FALSE,TRUE,Prep:3 mins,Cook:7 mins,,"['pumpkin seeds', '2 tsp rapeseed oil', '100g spinach; roughly chopped', '1 tomato; chopped', '1 garlic clove; crushed', '½ tsp turmeric', 'curry powder', '4 eggs; beaten', '150g smoked salmon', '; to serve (optional)']",
Apricot & hazelnut muesli,Easy,Serves 6,,TRUE,TRUE,TRUE,TRUE,Prep:10 mins,Cook:5 mins,,"['250g porridge oats', '75g blanched hazelnuts; halved', 'pumpkin seeds', '1 ½ tsp ground cinnamon', '75g sulphur-free dried apricots; chopped', '20g apple fruit crisps; or dried apple', 'fortified oat milk', '240g blueberries']",
Eggy bread,Easy,Serves 1,,TRUE,FALSE,FALSE,FALSE,Prep:5 mins,Cook:5 mins,,"['2 medium eggs', '1 tbsp milk', 'white bread', '1 tbsp butter']",
Sunshine smoothie,Easy,Serves 3,,TRUE,TRUE,TRUE,TRUE,Prep:5 mins,,,"['500ml carrot juice; chilled', '200g pineapple (fresh or canned)', '2 bananas; broken into chunks', 'small piece ginger; peeled', '20g cashew nuts', 'juice 1 lime']",
Black Forest Bircher,Easy,Serves 4,,TRUE,FALSE,FALSE,FALSE,Prep:10 mins,,,"['2small pears; grated', '(60g) rolled oat', '1 tbsp cacao powder or cocoa powder', 'Greek yogurt', '5 tbsp milk', '1 tbsp maple syrup or honey; plus extra to serve (optional)', '200g cherries; halved and pitted', '2squares dark chocolate']",
Breakfast banana split,Easy,Serves 2,,TRUE,FALSE,FALSE,FALSE,Prep:5 mins,,,"['2 bananas', 'nut butter', 'scoops natural frozen yogurt', 'berries', 'low-sugar granola']",
Creamy mushrooms on toast,Easy,Serves 1,,TRUE,FALSE,FALSE,FALSE,Prep:5 mins,Cook:5 mins,,"['slice wholemeal bread', 'light cream cheese', '1 tsp rapeseed oil', '3handfuls sliced; small flat mushrooms', 'skimmed milk', '¼ tsp wholegrain mustard', 'snipped chives']",
Herb omelette with fried tomatoes,Easy,Serves 2,,TRUE,FALSE,FALSE,TRUE,Prep:5 mins,Cook:5 mins,,"['1 tsp olive oil', '3 tomatoes; halved', '4 large eggs', '1 tbsp chopped parsley', '1 tbsp chopped basil']",
Eggy spelt bread with orange cheese & raspberries,Easy,Serves 2,,TRUE,FALSE,FALSE,FALSE,Prep:5 mins,Cook:5 mins,,"['2 medium eggs', '2 tbsp orange juice', '2 slices spelt bread; halved', 'low-fat cottage cheese', '1 tsp orange zest', '1 tsp rapeseed oil', '50g raspberries', 'clear honey; to serve (optional)']",
Cheesy scrambled egg croissants,Easy,Serves 4,,TRUE,FALSE,FALSE,FALSE,Prep:5 mins,Cook:5 mins,,"['8 large eggs', '100g grated cheddar', 'a splash of  milk', '; snipped', 'large  croissants']",https://www.bbcgoodfood.com/recipes/basic-muffin-recipe
The best spaghetti bolognese recipe,Easy,Serves 6,,FALSE,FALSE,FALSE,FALSE,Prep:25 mins,Cook:1 hr and 50 mins,,"['1 tbsp olive oil', '4 rashers smoked streaky bacon;  finely chopped', '2 medium onions; finely chopped', '2 carrots; trimmed and finely chopped', '2 celery sticks; finely chopped', '2 garlic cloves finely chopped', '2-3 sprigs rosemary leaves picked and finely chopped', '500g beef mince', '2 x 400g tins plum tomatoes', 'small pack basil leaves picked; ¾ finely chopped and the rest left whole for garnish', '1 tsp dried oregano', 'fresh bay leaves', 'tomato purée', 'beef stock cube', '1 red chilli deseeded and finely chopped (optional)', 'red wine', '6 cherry tomatoes sliced in half', '75g parmesan grated; plus extra to serve', 'spaghetti', ' to serve (optional)']",https://www.bbcgoodfood.com/recipes/peanut-butter-cookies
5-a-day Bolognese,More effort,Serves 2,,FALSE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:1 hr,,"['1 ½ tbsp  olive oil', '150g beef mince', '2 onions; finely chopped', '2 leeks; finely sliced', '1-2 garlic cloves; crushed', '1 red pepper; chopped into small pieces', '1 large courgette; chopped into small pieces', '1 can chopped tomatoes', 'tomato purée', 'chicken or beef stock', '½ tsp dried oregano', 'spaghetti', '25g parmesan; finely grated', 'a few basil leaves (optional)']",https://www.bbcgoodfood.com/recipes/lemon-drizzle-sponge-pudding
Bolognese with a difference,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Total time50 mins,,,"['2 tbsp olive oil', '1 onion', '2crushed garlic cloves', '1 stick; finely chopped celery', '450g minced beef', 'sun-dried tomato paste', '400g can chopped tomato', 'beef stock', '50g chopped olive', 'handful fresh basil  leaves', '; to serve']",https://www.bbcgoodfood.com/recipes/classic-white-loaf-2
Healthy bolognese,Easy,"2 generously, 4 as a snack",,FALSE,FALSE,FALSE,FALSE,Prep:5 mins,Cook:20 mins,,"['wholewheat linguine', '2 tsp rapeseed oil', '1 fennel bulb; finely chopped', '2 garlic cloves; sliced', '200g pork mince with less than 5% fat', '200g whole cherry tomatoes', '1 tbsp balsamic vinegar', 'vegetable bouillon', 'generous handful chopped basil']",https://www.bbcgoodfood.com/recipes/double-ginger-cookies
Easy spaghetti Bolognese,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:1 hr and 10 mins,,"['3 tbsp olive oil', '300g beef mince', '200g pork mince', '2 large shallots; finely chopped', '2-3  garlic cloves; crushed', 'passata', 'tomato purée', 'red wine', '1 tsp dried oregano', 'spaghetti', '50g parmesan; finely grated', 'a few basil leaves']",https://www.bbcgoodfood.com/recipes/lighter-gingerbread
Classic spaghetti Bolognese,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:1 hr,,"['oil', '1 large onion; finely chopped', '2 celery sticks; finely chopped', '2 carrots; finely chopped', '50g pancetta cubes', '400g lean beef mince', 'chicken livers;', 'bay leaves', 'tomato purée', 'white wine', 'fresh chicken stock', 'passata', 'pack spaghetti', '50ml full-fat milk', 'parmesan; grated; to serve']",https://www.bbcgoodfood.com/recipes/coconut-mango-sponge
Rich ragu,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:1 hr and 45 mins,,"['1 tbsp olive oil', '1 onion; halved and finely chopped', '1 celery stick; finely diced', '1 large carrot; finely diced', '600g pack minced beef steak', 'tomato purée', '2 garlic cloves; finely grated', '2 tsp fresh thyme leaves', 'red wine', 'beef stock', 'spaghetti', '50g grated parmesan; plus extra to serve (optional)', ' to serve']",https://www.bbcgoodfood.com/recipes/mini-chocolate-cheesecakes
Turkey bolognese pasta bake,Easy,Serves 4 - 6,,FALSE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:1 hr and 10 mins,,"['1 tbsp olive oil', '2 onions; finely chopped', 'turkey mince', '1 garlic clove; crushed', '2 x 400g cans chopped tomatoes', '1 tbsp chipotle paste', 'chicken stock', '400g large pasta shells', 'tub mascarpone', '200g cheddar; grated', '2 tbsp grated parmesan']",https://www.bbcgoodfood.com/recipes/buttermilk-scones-0
Courgetti bolognese,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:1 hr,,"['2 tbsp olive oil', 'turkey mince', '1 large onion; finely chopped', '1 garlic clove; crushed', '2 large carrots; peeled and diced', '150g pack button mushrooms; roughly chopped', 'tomato purée', '2 x 400g cans chopped tomatoes', 'chicken stock cubes', '1 tbsp soy sauce', '4 large courgettes', 'grated pecorino or parmesan; to serve', 'handful basil leaves']",https://www.bbcgoodfood.com/recipes/bara-brith
Mushroom bolognese,Easy,Serves 4,,TRUE,TRUE,FALSE,FALSE,Prep:15 mins,Cook:25 mins,,"['1 large carrot', '1 onion', '200g mushroom', '2 tbsp olive oil', '400g can chopped tomato', 'dried mixed herbs', 'tomato ketchup', 'vegetable stock', 'pack vegan ', 'spaghetti', 'parmesan cheese; to serve for the veggies (optional)']",https://www.bbcgoodfood.com/recipes/apricot-shortbread
Gnocchi bolognese with spinach,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:5 mins,Cook:30 mins,,"['500g lean minced beef', '1 tsp olive oil', '2 x 400g cans chopped tomato', 'Italian herbs', '400g gnocchi', 'reduced-fat mozzarella', '400g spinach; washed ']",https://www.bbcgoodfood.com/recipes/no-bake-flapjacks
